Nr,Model_Name,lid_pos,cam_pos,ra_pos,lid_dim,cam_dim,ra_dim,lid_yaw,cam_yaw,ra_yaw,lid_vel,cam_vel,ra_vel,lid_drop,cam_drop,ra_drop,lid_clas,cam_clas,ra_clas,lid_at,cam_at,ra_at,FP,NDS,,,,,,,,,,,,,,,,,,,,,,
42,M_DRO,0,1.466666667,0,2.266666667,1.4,1.7,7.6,5.5,1.266666667,20,32,25.66666667,0,1.666666667,2.333333333,0.6,1.2,1.8,1.8,1.2,1.2,2.666666667,0.409008032,,,,,,,,,,,,,,,,,,,,,,
43,M_DRO,2,1.466666667,0.633333333,3.4,2.1,0,7.6,5.5,0,6.666666667,10.66666667,77,8,5,2.333333333,1.8,1.2,1.8,1.8,0,0,0,0.087300005,,,,,,,,,,,,,,,,,,,,,,
44,M_DRO,3,2.2,0.633333333,0,0,0,7.6,0,3.8,0,0,77,0,0,4.666666667,1.2,0,0,1.2,0,1.2,2.666666667,0.226207988,,,,,,,,,,,,,,,,,,,,,,
45,M_DRO,0,0.733333333,0.633333333,0,1.4,0,0,0,3.8,20,32,0,0,5,2.333333333,1.8,0,0.6,1.8,1.8,0.6,8,0.531520365,,,,,,,,,,,,,,,,,,,,,,
46,M_DRO,0,0,1.266666667,1.133333333,0.7,1.7,0,5.5,3.8,20,0,51.33333333,5.333333333,0,2.333333333,1.8,1.2,0,1.8,0.6,1.2,0,0.31836432,,,,,,,,,,,,,,,,,,,,,,
47,M_DRO,2,2.2,1.9,2.266666667,2.1,1.7,2.533333333,5.5,0,6.666666667,32,51.33333333,8,0,0,1.8,0,1.2,1.8,0,0.6,0,0.136552208,,,,,,,,,,,,,,,,,,,,,,
48,M_DRO,1,2.2,0.633333333,3.4,2.1,1.7,5.066666667,3.666666667,3.8,0,0,0,5.333333333,0,0,0,0.6,0.6,1.2,0,0.6,5.333333333,0.20956371,,,,,,,,,,,,,,,,,,,,,,
49,M_DRO,0,0,0.633333333,2.266666667,0,0,0,5.5,0,0,10.66666667,25.66666667,8,5,0,1.8,0,1.2,0,1.2,1.2,8,0.305084503,,,,,,,,,,,,,,,,,,,,,,
50,M_DRO,3,0,1.9,0,2.1,1.133333333,7.6,0,3.8,20,10.66666667,0,2.666666667,3.333333333,2.333333333,0,0.6,0.6,1.8,1.8,0,8,0.149954028,,,,,,,,,,,,,,,,,,,,,,
51,M_DRO,0,0,1.9,3.4,0,0.566666667,0,1.833333333,2.533333333,13.33333333,10.66666667,77,5.333333333,1.666666667,0,0.6,0.6,1.2,0,1.8,1.8,5.333333333,0.314110318,,,,,,,,,,,,,,,,,,,,,,
52,M_DRO,3,0.733333333,1.9,1.133333333,0,0,5.066666667,1.833333333,0,20,10.66666667,51.33333333,8,1.666666667,0,0,0,1.8,0,1.8,1.8,0,0.120256345,,,,,,,,,,,,,,,,,,,,,,
53,M_DRO,2,0,1.266666667,0,1.4,0.566666667,2.533333333,3.666666667,0,20,21.33333333,0,5.333333333,5,2.333333333,1.8,1.8,0.6,0,0.6,1.2,8,0.181174204,,,,,,,,,,,,,,,,,,,,,,
54,M_DRO,0,0,1.9,0,2.1,1.133333333,2.533333333,1.833333333,0,6.666666667,21.33333333,77,5.333333333,0,0,0.6,1.8,0,1.2,1.2,0,0,0.308994863,,,,,,,,,,,,,,,,,,,,,,
55,M_DRO,1,2.2,1.266666667,1.133333333,2.1,1.133333333,0,0,0,6.666666667,32,25.66666667,0,5,0,0,0.6,1.2,1.8,0.6,0.6,8,0.407186873,,,,,,,,,,,,,,,,,,,,,,
56,M_DRO,1,0,0,0,0,1.7,0,5.5,3.8,6.666666667,21.33333333,77,0,0,0,1.8,0,1.8,1.2,0.6,1.8,8,0.41200555,,,,,,,,,,,,,,,,,,,,,,
57,M_DRO,3,1.466666667,1.9,0,0,1.133333333,2.533333333,5.5,3.8,0,32,0,2.666666667,5,7,1.8,1.8,1.8,0,0,0,2.666666667,0.21989974,,,,,,,,,,,,,,,,,,,,,,
58,M_DRO,2,0,0.633333333,1.133333333,0,0,2.533333333,1.833333333,1.266666667,6.666666667,32,77,8,5,7,0,0,0,1.8,1.8,0.6,5.333333333,0.159278024,,,,,,,,,,,,,,,,,,,,,,
59,M_DRO,0,0.733333333,0,1.133333333,0,1.7,2.533333333,1.833333333,3.8,13.33333333,32,77,0,1.666666667,7,1.8,0.6,1.2,0,1.8,0,8,0.477532111,,,,,,,,,,,,,,,,,,,,,,
60,M_DRO,0,2.2,0,3.4,0,1.133333333,7.6,3.666666667,1.266666667,20,0,25.66666667,8,5,7,1.8,0.6,1.8,0.6,0,1.8,5.333333333,0.162243965,,,,,,,,,,,,,,,,,,,,,,
61,M_DRO,1,0,1.266666667,0,2.1,0,2.533333333,0,0,6.666666667,32,77,8,3.333333333,7,1.2,1.8,1.2,0,0,0,5.333333333,0.207220868,,,,,,,,,,,,,,,,,,,,,,
62,M_DRO,0,0.733333333,0,2.266666667,0,0.566666667,7.6,0,1.266666667,6.666666667,32,25.66666667,5.333333333,0,0,1.2,0,1.8,1.8,0,1.2,0,0.240803279,,,,,,,,,,,,,,,,,,,,,,
63,M_DRO,3,2.2,0,3.4,1.4,0,2.533333333,5.5,0,0,0,0,8,5,0,1.2,1.8,1.8,1.8,1.8,1.8,5.333333333,0.133676907,,,,,,,,,,,,,,,,,,,,,,
64,M_DRO,3,1.466666667,1.266666667,1.133333333,0,1.7,7.6,0,2.533333333,13.33333333,10.66666667,77,8,5,7,0.6,0.6,1.8,0.6,1.2,1.8,8,0.108936002,,,,,,,,,,,,,,,,,,,,,,
65,M_DRO,1,1.466666667,1.9,3.4,2.1,0,0,0,3.8,20,10.66666667,77,5.333333333,1.666666667,7,0.6,1.8,1.8,0.6,1.8,0.6,5.333333333,0.231896059,,,,,,,,,,,,,,,,,,,,,,
66,M_DRO,1,1.466666667,0,2.266666667,0.7,0,0,0,0,13.33333333,0,0,8,5,4.666666667,1.2,1.8,0,0,1.2,1.2,2.666666667,0.215680871,,,,,,,,,,,,,,,,,,,,,,
67,M_DRO,3,0.733333333,1.9,3.4,0.7,0,7.6,3.666666667,0,20,32,51.33333333,2.666666667,0,4.666666667,1.2,1.2,0.6,1.2,1.2,1.8,2.666666667,0.108147949,,,,,,,,,,,,,,,,,,,,,,
68,M_DRO,3,0,0,3.4,1.4,0,7.6,3.666666667,0,0,10.66666667,0,0,1.666666667,7,0.6,0.6,0,0.6,1.8,0.6,8,0.197379529,,,,,,,,,,,,,,,,,,,,,,
69,M_DRO,0,0,1.9,3.4,0,1.7,5.066666667,5.5,0,6.666666667,0,51.33333333,0,0,2.333333333,1.8,1.8,1.8,0,1.8,0,5.333333333,0.357664562,,,,,,,,,,,,,,,,,,,,,,
70,M_DRO,1,0,0,0,0,0,7.6,5.5,0,0,32,25.66666667,2.666666667,0,0,1.8,1.2,1.2,1.2,0.6,1.8,5.333333333,0.268858611,,,,,,,,,,,,,,,,,,,,,,
71,M_DRO,2,0.733333333,0,0,0,0,7.6,0,1.266666667,0,10.66666667,0,0,0,4.666666667,0,0.6,1.8,0,0,1.8,2.666666667,0.31574969,,,,,,,,,,,,,,,,,,,,,,
72,M_DRO,0,0,0,2.266666667,1.4,1.133333333,0,1.833333333,3.8,0,21.33333333,77,2.666666667,5,7,0,1.8,0,1.8,0,0,8,0.422169505,,,,,,,,,,,,,,,,,,,,,,
73,M_DRO,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.194899281,,,,,,,,,,,,,,,,,,,,,,
