Nr,Model_Name,lid_pos,cam_pos,ra_pos,lid_dim,cam_dim,ra_dim,lid_yaw,cam_yaw,ra_yaw,lid_vel,cam_vel,ra_vel,lid_drop,cam_drop,ra_drop,lid_clas,cam_clas,ra_clas,lid_at,cam_at,ra_at,FP,NDS,,,,,,,,,,,,,,,,,,,,,,
20,M_C_UP,0,0.733333333,1.9,1.133333333,0,1.7,0,5.5,0,20,10.66666667,0,2.666666667,0,0,1.2,1.8,0,0,0,0,0,0.463875568,,,,,,,,,,,,,,,,,,,,,,
21,M_C_UP,2,2.2,0,0,0,1.133333333,0,0,2.533333333,0,0,0,0,5,4.666666667,0.6,1.2,1.8,0.6,1.8,1.2,8,0.43176515,,,,,,,,,,,,,,,,,,,,,,
22,M_C_UP,3,2.2,0.633333333,3.4,2.1,1.133333333,7.6,3.666666667,2.533333333,20,21.33333333,51.33333333,8,5,7,1.8,0,0,0,1.8,0,0,0.07231429,,,,,,,,,,,,,,,,,,,,,,
23,M_C_UP,3,0,1.9,3.4,2.1,1.7,0,3.666666667,0,0,0,51.33333333,8,0,2.333333333,0,1.8,0,1.8,1.2,1.8,0,0.216109746,,,,,,,,,,,,,,,,,,,,,,
24,M_C_UP,3,2.2,1.266666667,2.266666667,0.7,0,7.6,3.666666667,3.8,0,0,77,8,3.333333333,0,0,0,1.8,0,1.2,0.6,8,0.157089651,,,,,,,,,,,,,,,,,,,,,,
25,M_C_UP,3,2.2,0,1.133333333,0.7,0,7.6,5.5,1.266666667,20,32,77,0,3.333333333,7,0,1.8,1.2,1.2,0,1.8,8,0.210853754,,,,,,,,,,,,,,,,,,,,,,
26,M_C_UP,3,0,1.9,0,2.1,1.7,7.6,1.833333333,3.8,0,32,51.33333333,5.333333333,5,7,1.8,0,0.6,0,0,0,8,0.174825032,,,,,,,,,,,,,,,,,,,,,,
27,M_C_UP,0,2.2,0,3.4,0,1.133333333,5.066666667,5.5,0,13.33333333,32,77,8,0,7,0,0,1.8,1.8,0.6,1.2,5.333333333,0.20845029,,,,,,,,,,,,,,,,,,,,,,
28,M_C_UP,3,2.2,1.9,0,2.1,1.7,0,3.666666667,2.533333333,20,32,77,2.666666667,3.333333333,4.666666667,0,1.8,0,0.6,1.8,0.6,0,0.247948594,,,,,,,,,,,,,,,,,,,,,,
29,M_C_UP,3,2.2,0.633333333,0,1.4,1.7,7.6,1.833333333,3.8,20,0,0,8,0,0,1.8,0.6,1.8,0,1.8,1.8,2.666666667,0.116186599,,,,,,,,,,,,,,,,,,,,,,
30,M_C_UP,2,0.733333333,0.633333333,3.4,0.7,1.133333333,0,0,2.533333333,13.33333333,21.33333333,25.66666667,2.666666667,3.333333333,2.333333333,0.6,0,1.8,0.6,1.2,1.8,2.666666667,0.243694878,,,,,,,,,,,,,,,,,,,,,,
31,M_C_UP,1,0.733333333,0,1.133333333,1.4,0.566666667,5.066666667,5.5,1.266666667,20,0,77,5.333333333,5,7,0,1.8,1.2,1.2,0.6,0,0,0.225165373,,,,,,,,,,,,,,,,,,,,,,
32,M_C_UP,1,0,1.266666667,3.4,1.4,0.566666667,7.6,0,2.533333333,0,32,0,0,5,7,0,1.2,1.8,1.8,0.6,0.6,0,0.354008204,,,,,,,,,,,,,,,,,,,,,,
33,M_C_UP,0,2.2,0,1.133333333,2.1,1.133333333,7.6,0,3.8,6.666666667,0,77,2.666666667,1.666666667,0,1.8,0,0.6,0,1.8,0,0,0.347943794,,,,,,,,,,,,,,,,,,,,,,
34,M_C_UP,3,2.2,1.9,3.4,2.1,1.7,5.066666667,0,3.8,20,21.33333333,0,2.666666667,5,0,0.6,0,0,1.2,1.2,0,0,0.125178819,,,,,,,,,,,,,,,,,,,,,,
35,M_C_UP,2,2.2,1.266666667,3.4,2.1,1.7,0,0,3.8,13.33333333,0,77,5.333333333,0,7,1.8,1.2,0,0,0,1.8,0,0.190934716,,,,,,,,,,,,,,,,,,,,,,
36,M_C_UP,0,0,1.9,0,2.1,0,0,5.5,2.533333333,13.33333333,21.33333333,77,5.333333333,3.333333333,4.666666667,0.6,0.6,0,0,0,1.8,0,0.40442957,,,,,,,,,,,,,,,,,,,,,,
37,M_C_UP,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.207347309,,,,,,,,,,,,,,,,,,,,,,
38,M_C_UP,2,0.733333333,0,0,0.7,1.7,7.6,0,3.8,0,21.33333333,25.66666667,0,5,0,0,1.8,0.6,1.8,1.8,0,0,0.325348067,,,,,,,,,,,,,,,,,,,,,,
39,M_C_UP,0,2.2,0.633333333,0,0,0,0,5.5,0,20,0,77,2.666666667,3.333333333,7,1.8,1.8,0.6,0.6,0.6,0,0,0.454200146,,,,,,,,,,,,,,,,,,,,,,
40,M_C_UP,0,2.2,1.266666667,3.4,0,0,2.533333333,3.666666667,3.8,20,10.66666667,0,0,5,4.666666667,0,0,0,0,1.8,0,0,0.498617294,,,,,,,,,,,,,,,,,,,,,,
41,M_C_UP,0,2.2,1.9,2.266666667,2.1,0.566666667,0,1.833333333,2.533333333,0,0,0,8,1.666666667,2.333333333,1.8,1.8,1.2,1.8,0.6,0,8,0.362667754,,,,,,,,,,,,,,,,,,,,,,
42,M_C_UP,0,1.466666667,0,2.266666667,1.4,1.7,7.6,5.5,1.266666667,20,32,25.66666667,0,1.666666667,2.333333333,0.6,1.2,1.8,1.8,1.2,1.2,2.666666667,0.469465319,,,,,,,,,,,,,,,,,,,,,,
43,M_C_UP,2,1.466666667,0.633333333,3.4,2.1,0,7.6,5.5,0,6.666666667,10.66666667,77,8,5,2.333333333,1.8,1.2,1.8,1.8,0,0,0,0.091944856,,,,,,,,,,,,,,,,,,,,,,
44,M_C_UP,3,2.2,0.633333333,0,0,0,7.6,0,3.8,0,0,77,0,0,4.666666667,1.2,0,0,1.2,0,1.2,2.666666667,0.262004694,,,,,,,,,,,,,,,,,,,,,,
45,M_C_UP,0,0.733333333,0.633333333,0,1.4,0,0,0,3.8,20,32,0,0,5,2.333333333,1.8,0,0.6,1.8,1.8,0.6,8,0.583689982,,,,,,,,,,,,,,,,,,,,,,
46,M_C_UP,0,0,1.266666667,1.133333333,0.7,1.7,0,5.5,3.8,20,0,51.33333333,5.333333333,0,2.333333333,1.8,1.2,0,1.8,0.6,1.2,0,0.367512071,,,,,,,,,,,,,,,,,,,,,,
47,M_C_UP,2,2.2,1.9,2.266666667,2.1,1.7,2.533333333,5.5,0,6.666666667,32,51.33333333,8,0,0,1.8,0,1.2,1.8,0,0.6,0,0.147852239,,,,,,,,,,,,,,,,,,,,,,
48,M_C_UP,1,2.2,0.633333333,3.4,2.1,1.7,5.066666667,3.666666667,3.8,0,0,0,5.333333333,0,0,0,0.6,0.6,1.2,0,0.6,5.333333333,0.225615956,,,,,,,,,,,,,,,,,,,,,,
49,M_C_UP,0,0,0.633333333,2.266666667,0,0,0,5.5,0,0,10.66666667,25.66666667,8,5,0,1.8,0,1.2,0,1.2,1.2,8,0.368113589,,,,,,,,,,,,,,,,,,,,,,
50,M_C_UP,3,0,1.9,0,2.1,1.133333333,7.6,0,3.8,20,10.66666667,0,2.666666667,3.333333333,2.333333333,0,0.6,0.6,1.8,1.8,0,8,0.164073309,,,,,,,,,,,,,,,,,,,,,,
51,M_C_UP,0,0,1.9,3.4,0,0.566666667,0,1.833333333,2.533333333,13.33333333,10.66666667,77,5.333333333,1.666666667,0,0.6,0.6,1.2,0,1.8,1.8,5.333333333,0.343066242,,,,,,,,,,,,,,,,,,,,,,
52,M_C_UP,3,0.733333333,1.9,1.133333333,0,0,5.066666667,1.833333333,0,20,10.66666667,51.33333333,8,1.666666667,0,0,0,1.8,0,1.8,1.8,0,0.123726022,,,,,,,,,,,,,,,,,,,,,,
53,M_C_UP,2,0,1.266666667,0,1.4,0.566666667,2.533333333,3.666666667,0,20,21.33333333,0,5.333333333,5,2.333333333,1.8,1.8,0.6,0,0.6,1.2,8,0.209725753,,,,,,,,,,,,,,,,,,,,,,
54,M_C_UP,0,0,1.9,0,2.1,1.133333333,2.533333333,1.833333333,0,6.666666667,21.33333333,77,5.333333333,0,0,0.6,1.8,0,1.2,1.2,0,0,0.357245544,,,,,,,,,,,,,,,,,,,,,,
55,M_C_UP,1,2.2,1.266666667,1.133333333,2.1,1.133333333,0,0,0,6.666666667,32,25.66666667,0,5,0,0,0.6,1.2,1.8,0.6,0.6,8,0.469143103,,,,,,,,,,,,,,,,,,,,,,
56,M_C_UP,1,0,0,0,0,1.7,0,5.5,3.8,6.666666667,21.33333333,77,0,0,0,1.8,0,1.8,1.2,0.6,1.8,8,0.440572045,,,,,,,,,,,,,,,,,,,,,,
57,M_C_UP,3,1.466666667,1.9,0,0,1.133333333,2.533333333,5.5,3.8,0,32,0,2.666666667,5,7,1.8,1.8,1.8,0,0,0,2.666666667,0.261348404,,,,,,,,,,,,,,,,,,,,,,
58,M_C_UP,2,0,0.633333333,1.133333333,0,0,2.533333333,1.833333333,1.266666667,6.666666667,32,77,8,5,7,0,0,0,1.8,1.8,0.6,5.333333333,0.172957371,,,,,,,,,,,,,,,,,,,,,,
59,M_C_UP,0,0.733333333,0,1.133333333,0,1.7,2.533333333,1.833333333,3.8,13.33333333,32,77,0,1.666666667,7,1.8,0.6,1.2,0,1.8,0,8,0.529028423,,,,,,,,,,,,,,,,,,,,,,
60,M_C_UP,0,2.2,0,3.4,0,1.133333333,7.6,3.666666667,1.266666667,20,0,25.66666667,8,5,7,1.8,0.6,1.8,0.6,0,1.8,5.333333333,0.196308157,,,,,,,,,,,,,,,,,,,,,,
61,M_C_UP,1,0,1.266666667,0,2.1,0,2.533333333,0,0,6.666666667,32,77,8,3.333333333,7,1.2,1.8,1.2,0,0,0,5.333333333,0.233985582,,,,,,,,,,,,,,,,,,,,,,
62,M_C_UP,0,0.733333333,0,2.266666667,0,0.566666667,7.6,0,1.266666667,6.666666667,32,25.66666667,5.333333333,0,0,1.2,0,1.8,1.8,0,1.2,0,0.261087436,,,,,,,,,,,,,,,,,,,,,,
63,M_C_UP,3,2.2,0,3.4,1.4,0,2.533333333,5.5,0,0,0,0,8,5,0,1.2,1.8,1.8,1.8,1.8,1.8,5.333333333,0.168337531,,,,,,,,,,,,,,,,,,,,,,
64,M_C_UP,3,1.466666667,1.266666667,1.133333333,0,1.7,7.6,0,2.533333333,13.33333333,10.66666667,77,8,5,7,0.6,0.6,1.8,0.6,1.2,1.8,8,0.111310678,,,,,,,,,,,,,,,,,,,,,,
65,M_C_UP,1,1.466666667,1.9,3.4,2.1,0,0,0,3.8,20,10.66666667,77,5.333333333,1.666666667,7,0.6,1.8,1.8,0.6,1.8,0.6,5.333333333,0.263119444,,,,,,,,,,,,,,,,,,,,,,
66,M_C_UP,1,1.466666667,0,2.266666667,0.7,0,0,0,0,13.33333333,0,0,8,5,4.666666667,1.2,1.8,0,0,1.2,1.2,2.666666667,0.256017509,,,,,,,,,,,,,,,,,,,,,,
67,M_C_UP,3,0.733333333,1.9,3.4,0.7,0,7.6,3.666666667,0,20,32,51.33333333,2.666666667,0,4.666666667,1.2,1.2,0.6,1.2,1.2,1.8,2.666666667,0.119858228,,,,,,,,,,,,,,,,,,,,,,
68,M_C_UP,3,0,0,3.4,1.4,0,7.6,3.666666667,0,0,10.66666667,0,0,1.666666667,7,0.6,0.6,0,0.6,1.8,0.6,8,0.212781511,,,,,,,,,,,,,,,,,,,,,,
69,M_C_UP,0,0,1.9,3.4,0,1.7,5.066666667,5.5,0,6.666666667,0,51.33333333,0,0,2.333333333,1.8,1.8,1.8,0,1.8,0,5.333333333,0.388173343,,,,,,,,,,,,,,,,,,,,,,
70,M_C_UP,1,0,0,0,0,0,7.6,5.5,0,0,32,25.66666667,2.666666667,0,0,1.8,1.2,1.2,1.2,0.6,1.8,5.333333333,0.30913613,,,,,,,,,,,,,,,,,,,,,,
71,M_C_UP,2,0.733333333,0,0,0,0,7.6,0,1.266666667,0,10.66666667,0,0,0,4.666666667,0,0.6,1.8,0,0,1.8,2.666666667,0.343422452,,,,,,,,,,,,,,,,,,,,,,
72,M_C_UP,0,0,0,2.266666667,1.4,1.133333333,0,1.833333333,3.8,0,21.33333333,77,2.666666667,5,7,0,1.8,0,1.8,0,0,8,0.469239391,,,,,,,,,,,,,,,,,,,,,,
73,M_C_UP,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.207347309,,,,,,,,,,,,,,,,,,,,,,
1,M_K_DO,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.204830738,,,,,,,,,,,,,,,,,,,,,,
2,M_K_DO,3,0.733333333,0,0,0.7,0,2.533333333,0,2.533333333,20,32,77,8,1.666666667,0,0,0,0,0,0.6,0.6,2.666666667,0.203272115,,,,,,,,,,,,,,,,,,,,,,
3,M_K_DO,3,0,1.266666667,3.4,0.7,1.7,0,0,1.266666667,13.33333333,0,25.66666667,0,0,0,1.2,0.6,1.8,1.8,1.8,1.2,8,0.23563179,,,,,,,,,,,,,,,,,,,,,,
4,M_K_DO,3,0,0,2.266666667,0.7,0.566666667,7.6,0,3.8,0,32,0,0,1.666666667,4.666666667,1.2,1.8,1.8,1.8,1.2,1.8,5.333333333,0.207443762,,,,,,,,,,,,,,,,,,,,,,
5,M_K_DO,0,1.466666667,1.266666667,3.4,2.1,0,5.066666667,5.5,3.8,20,32,0,0,3.333333333,7,1.8,1.8,0,1.2,0,1.8,0,0.252580076,,,,,,,,,,,,,,,,,,,,,,
6,M_K_DO,1,2.2,1.266666667,3.4,1.4,0.566666667,0,0,0,0,32,51.33333333,8,1.666666667,4.666666667,0,0,0.6,1.2,1.8,1.8,8,0.322746655,,,,,,,,,,,,,,,,,,,,,,
7,M_K_DO,0,1.466666667,1.9,1.133333333,0,1.133333333,7.6,3.666666667,0,0,0,77,8,3.333333333,0,1.8,0,0,0.6,0.6,1.8,8,0.242650172,,,,,,,,,,,,,,,,,,,,,,
8,M_K_DO,2,1.466666667,0,0,1.4,1.7,0,5.5,0,0,10.66666667,0,0,5,7,1.2,0,1.8,1.2,0,1.2,0,0.370395803,,,,,,,,,,,,,,,,,,,,,,
9,M_K_DO,1,2.2,0.633333333,0,1.4,0,0,5.5,2.533333333,13.33333333,0,25.66666667,2.666666667,0,7,0,1.8,0,1.8,0,0,5.333333333,0.417701864,,,,,,,,,,,,,,,,,,,,,,
10,M_K_DO,2,2.2,0,0,0.7,1.7,5.066666667,1.833333333,1.266666667,6.666666667,0,51.33333333,0,1.666666667,2.333333333,1.2,0,1.8,0,0,1.8,0,0.247903627,,,,,,,,,,,,,,,,,,,,,,
11,M_K_DO,3,1.466666667,0.633333333,0,2.1,0.566666667,7.6,1.833333333,1.266666667,20,0,0,0,5,7,0,1.8,0,1.8,1.8,1.2,8,0.24988699,,,,,,,,,,,,,,,,,,,,,,
12,M_K_DO,1,0,0,2.266666667,2.1,1.7,5.066666667,3.666666667,1.266666667,13.33333333,0,51.33333333,8,3.333333333,7,0.6,1.8,1.8,1.8,1.8,1.8,2.666666667,0.168049005,,,,,,,,,,,,,,,,,,,,,,
13,M_K_DO,0,2.2,1.9,3.4,0,0,5.066666667,5.5,3.8,6.666666667,21.33333333,25.66666667,8,0,0,0,1.2,0,0.6,1.8,0.6,8,0.249081659,,,,,,,,,,,,,,,,,,,,,,
14,M_K_DO,3,1.466666667,1.9,3.4,2.1,1.7,5.066666667,5.5,1.266666667,13.33333333,0,25.66666667,0,3.333333333,0,0,1.2,0.6,0,0,0,0,0.205050627,,,,,,,,,,,,,,,,,,,,,,
15,M_K_DO,0,0,1.9,3.4,2.1,1.7,7.6,1.833333333,0,20,32,0,5.333333333,0,4.666666667,0,1.2,1.2,1.8,0,0,8,0.260935992,,,,,,,,,,,,,,,,,,,,,,
16,M_K_DO,3,0,1.9,0,0.7,0.566666667,0,5.5,2.533333333,0,21.33333333,0,8,0,7,1.8,0,0.6,1.8,1.2,1.8,2.666666667,0.173936766,,,,,,,,,,,,,,,,,,,,,,
17,M_K_DO,3,0.733333333,1.9,2.266666667,0,1.7,2.533333333,5.5,0,0,32,0,0,5,2.333333333,1.8,1.8,1.2,0.6,1.8,1.8,8,0.230591918,,,,,,,,,,,,,,,,,,,,,,
18,M_K_DO,2,0,0,1.133333333,2.1,0.566666667,5.066666667,0,3.8,0,32,51.33333333,8,0,0,1.2,0,0,0.6,0,0,2.666666667,0.183896707,,,,,,,,,,,,,,,,,,,,,,
19,M_K_DO,0,1.466666667,1.9,2.266666667,0,0.566666667,2.533333333,0,3.8,20,21.33333333,77,0,0,4.666666667,0.6,1.2,0,0,0,0,8,0.473622418,,,,,,,,,,,,,,,,,,,,,,
20,M_K_DO,0,0.733333333,1.9,1.133333333,0,1.7,0,5.5,0,20,10.66666667,0,2.666666667,0,0,1.2,1.8,0,0,0,0,0,0.406694742,,,,,,,,,,,,,,,,,,,,,,
21,M_K_DO,2,2.2,0,0,0,1.133333333,0,0,2.533333333,0,0,0,0,5,4.666666667,0.6,1.2,1.8,0.6,1.8,1.2,8,0.408667448,,,,,,,,,,,,,,,,,,,,,,
22,M_K_DO,3,2.2,0.633333333,3.4,2.1,1.133333333,7.6,3.666666667,2.533333333,20,21.33333333,51.33333333,8,5,7,1.8,0,0,0,1.8,0,0,0.041986582,,,,,,,,,,,,,,,,,,,,,,
23,M_K_DO,3,0,1.9,3.4,2.1,1.7,0,3.666666667,0,0,0,51.33333333,8,0,2.333333333,0,1.8,0,1.8,1.2,1.8,0,0.248778027,,,,,,,,,,,,,,,,,,,,,,
24,M_K_DO,3,2.2,1.266666667,2.266666667,0.7,0,7.6,3.666666667,3.8,0,0,77,8,3.333333333,0,0,0,1.8,0,1.2,0.6,8,0.170217144,,,,,,,,,,,,,,,,,,,,,,
25,M_K_DO,3,2.2,0,1.133333333,0.7,0,7.6,5.5,1.266666667,20,32,77,0,3.333333333,7,0,1.8,1.2,1.2,0,1.8,8,0.243016397,,,,,,,,,,,,,,,,,,,,,,
26,M_K_DO,3,0,1.9,0,2.1,1.7,7.6,1.833333333,3.8,0,32,51.33333333,5.333333333,5,7,1.8,0,0.6,0,0,0,8,0.134570892,,,,,,,,,,,,,,,,,,,,,,
27,M_K_DO,0,2.2,0,3.4,0,1.133333333,5.066666667,5.5,0,13.33333333,32,77,8,0,7,0,0,1.8,1.8,0.6,1.2,5.333333333,0.239652946,,,,,,,,,,,,,,,,,,,,,,
28,M_K_DO,3,2.2,1.9,0,2.1,1.7,0,3.666666667,2.533333333,20,32,77,2.666666667,3.333333333,4.666666667,0,1.8,0,0.6,1.8,0.6,0,0.294746018,,,,,,,,,,,,,,,,,,,,,,
29,M_K_DO,3,2.2,0.633333333,0,1.4,1.7,7.6,1.833333333,3.8,20,0,0,8,0,0,1.8,0.6,1.8,0,1.8,1.8,2.666666667,0.06764007,,,,,,,,,,,,,,,,,,,,,,
30,M_K_DO,2,0.733333333,0.633333333,3.4,0.7,1.133333333,0,0,2.533333333,13.33333333,21.33333333,25.66666667,2.666666667,3.333333333,2.333333333,0.6,0,1.8,0.6,1.2,1.8,2.666666667,0.249860609,,,,,,,,,,,,,,,,,,,,,,
31,M_K_DO,1,0.733333333,0,1.133333333,1.4,0.566666667,5.066666667,5.5,1.266666667,20,0,77,5.333333333,5,7,0,1.8,1.2,1.2,0.6,0,0,0.259348027,,,,,,,,,,,,,,,,,,,,,,
32,M_K_DO,1,0,1.266666667,3.4,1.4,0.566666667,7.6,0,2.533333333,0,32,0,0,5,7,0,1.2,1.8,1.8,0.6,0.6,0,0.395646108,,,,,,,,,,,,,,,,,,,,,,
33,M_K_DO,0,2.2,0,1.133333333,2.1,1.133333333,7.6,0,3.8,6.666666667,0,77,2.666666667,1.666666667,0,1.8,0,0.6,0,1.8,0,0,0.24690508,,,,,,,,,,,,,,,,,,,,,,
34,M_K_DO,3,2.2,1.9,3.4,2.1,1.7,5.066666667,0,3.8,20,21.33333333,0,2.666666667,5,0,0.6,0,0,1.2,1.2,0,0,0.124221817,,,,,,,,,,,,,,,,,,,,,,
35,M_K_DO,2,2.2,1.266666667,3.4,2.1,1.7,0,0,3.8,13.33333333,0,77,5.333333333,0,7,1.8,1.2,0,0,0,1.8,0,0.180330766,,,,,,,,,,,,,,,,,,,,,,
36,M_K_DO,0,0,1.9,0,2.1,0,0,5.5,2.533333333,13.33333333,21.33333333,77,5.333333333,3.333333333,4.666666667,0.6,0.6,0,0,0,1.8,0,0.385661554,,,,,,,,,,,,,,,,,,,,,,
37,M_K_DO,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.204830738,,,,,,,,,,,,,,,,,,,,,,
38,M_K_DO,2,0.733333333,0,0,0.7,1.7,7.6,0,3.8,0,21.33333333,25.66666667,0,5,0,0,1.8,0.6,1.8,1.8,0,0,0.363094953,,,,,,,,,,,,,,,,,,,,,,
39,M_K_DO,0,2.2,0.633333333,0,0,0,0,5.5,0,20,0,77,2.666666667,3.333333333,7,1.8,1.8,0.6,0.6,0.6,0,0,0.349324168,,,,,,,,,,,,,,,,,,,,,,
40,M_K_DO,0,2.2,1.266666667,3.4,0,0,2.533333333,3.666666667,3.8,20,10.66666667,0,0,5,4.666666667,0,0,0,0,1.8,0,0,0.541373504,,,,,,,,,,,,,,,,,,,,,,
41,M_K_DO,0,2.2,1.9,2.266666667,2.1,0.566666667,0,1.833333333,2.533333333,0,0,0,8,1.666666667,2.333333333,1.8,1.8,1.2,1.8,0.6,0,8,0.298702272,,,,,,,,,,,,,,,,,,,,,,
42,M_K_DO,0,1.466666667,0,2.266666667,1.4,1.7,7.6,5.5,1.266666667,20,32,25.66666667,0,1.666666667,2.333333333,0.6,1.2,1.8,1.8,1.2,1.2,2.666666667,0.394362947,,,,,,,,,,,,,,,,,,,,,,
43,M_K_DO,2,1.466666667,0.633333333,3.4,2.1,0,7.6,5.5,0,6.666666667,10.66666667,77,8,5,2.333333333,1.8,1.2,1.8,1.8,0,0,0,0.06140578,,,,,,,,,,,,,,,,,,,,,,
44,M_K_DO,3,2.2,0.633333333,0,0,0,7.6,0,3.8,0,0,77,0,0,4.666666667,1.2,0,0,1.2,0,1.2,2.666666667,0.232625497,,,,,,,,,,,,,,,,,,,,,,
45,M_K_DO,0,0.733333333,0.633333333,0,1.4,0,0,0,3.8,20,32,0,0,5,2.333333333,1.8,0,0.6,1.8,1.8,0.6,8,0.402708177,,,,,,,,,,,,,,,,,,,,,,
46,M_K_DO,0,0,1.266666667,1.133333333,0.7,1.7,0,5.5,3.8,20,0,51.33333333,5.333333333,0,2.333333333,1.8,1.2,0,1.8,0.6,1.2,0,0.305783954,,,,,,,,,,,,,,,,,,,,,,
47,M_K_DO,2,2.2,1.9,2.266666667,2.1,1.7,2.533333333,5.5,0,6.666666667,32,51.33333333,8,0,0,1.8,0,1.2,1.8,0,0.6,0,0.119759663,,,,,,,,,,,,,,,,,,,,,,
48,M_K_DO,1,2.2,0.633333333,3.4,2.1,1.7,5.066666667,3.666666667,3.8,0,0,0,5.333333333,0,0,0,0.6,0.6,1.2,0,0.6,5.333333333,0.254069643,,,,,,,,,,,,,,,,,,,,,,
49,M_K_DO,0,0,0.633333333,2.266666667,0,0,0,5.5,0,0,10.66666667,25.66666667,8,5,0,1.8,0,1.2,0,1.2,1.2,8,0.29716913,,,,,,,,,,,,,,,,,,,,,,
50,M_K_DO,3,0,1.9,0,2.1,1.133333333,7.6,0,3.8,20,10.66666667,0,2.666666667,3.333333333,2.333333333,0,0.6,0.6,1.8,1.8,0,8,0.19146461,,,,,,,,,,,,,,,,,,,,,,
51,M_K_DO,0,0,1.9,3.4,0,0.566666667,0,1.833333333,2.533333333,13.33333333,10.66666667,77,5.333333333,1.666666667,0,0.6,0.6,1.2,0,1.8,1.8,5.333333333,0.329226991,,,,,,,,,,,,,,,,,,,,,,
52,M_K_DO,3,0.733333333,1.9,1.133333333,0,0,5.066666667,1.833333333,0,20,10.66666667,51.33333333,8,1.666666667,0,0,0,1.8,0,1.8,1.8,0,0.152988959,,,,,,,,,,,,,,,,,,,,,,
53,M_K_DO,2,0,1.266666667,0,1.4,0.566666667,2.533333333,3.666666667,0,20,21.33333333,0,5.333333333,5,2.333333333,1.8,1.8,0.6,0,0.6,1.2,8,0.189293512,,,,,,,,,,,,,,,,,,,,,,
54,M_K_DO,0,0,1.9,0,2.1,1.133333333,2.533333333,1.833333333,0,6.666666667,21.33333333,77,5.333333333,0,0,0.6,1.8,0,1.2,1.2,0,0,0.337085382,,,,,,,,,,,,,,,,,,,,,,
55,M_K_DO,1,2.2,1.266666667,1.133333333,2.1,1.133333333,0,0,0,6.666666667,32,25.66666667,0,5,0,0,0.6,1.2,1.8,0.6,0.6,8,0.525189254,,,,,,,,,,,,,,,,,,,,,,
56,M_K_DO,1,0,0,0,0,1.7,0,5.5,3.8,6.666666667,21.33333333,77,0,0,0,1.8,0,1.8,1.2,0.6,1.8,8,0.336345417,,,,,,,,,,,,,,,,,,,,,,
57,M_K_DO,3,1.466666667,1.9,0,0,1.133333333,2.533333333,5.5,3.8,0,32,0,2.666666667,5,7,1.8,1.8,1.8,0,0,0,2.666666667,0.197344489,,,,,,,,,,,,,,,,,,,,,,
58,M_K_DO,2,0,0.633333333,1.133333333,0,0,2.533333333,1.833333333,1.266666667,6.666666667,32,77,8,5,7,0,0,0,1.8,1.8,0.6,5.333333333,0.209738489,,,,,,,,,,,,,,,,,,,,,,
59,M_K_DO,0,0.733333333,0,1.133333333,0,1.7,2.533333333,1.833333333,3.8,13.33333333,32,77,0,1.666666667,7,1.8,0.6,1.2,0,1.8,0,8,0.371892153,,,,,,,,,,,,,,,,,,,,,,
60,M_K_DO,0,2.2,0,3.4,0,1.133333333,7.6,3.666666667,1.266666667,20,0,25.66666667,8,5,7,1.8,0.6,1.8,0.6,0,1.8,5.333333333,0.129050854,,,,,,,,,,,,,,,,,,,,,,
61,M_K_DO,1,0,1.266666667,0,2.1,0,2.533333333,0,0,6.666666667,32,77,8,3.333333333,7,1.2,1.8,1.2,0,0,0,5.333333333,0.236858967,,,,,,,,,,,,,,,,,,,,,,
62,M_K_DO,0,0.733333333,0,2.266666667,0,0.566666667,7.6,0,1.266666667,6.666666667,32,25.66666667,5.333333333,0,0,1.2,0,1.8,1.8,0,1.2,0,0.22324313,,,,,,,,,,,,,,,,,,,,,,
63,M_K_DO,3,2.2,0,3.4,1.4,0,2.533333333,5.5,0,0,0,0,8,5,0,1.2,1.8,1.8,1.8,1.8,1.8,5.333333333,0.138268536,,,,,,,,,,,,,,,,,,,,,,
64,M_K_DO,3,1.466666667,1.266666667,1.133333333,0,1.7,7.6,0,2.533333333,13.33333333,10.66666667,77,8,5,7,0.6,0.6,1.8,0.6,1.2,1.8,8,0.125217661,,,,,,,,,,,,,,,,,,,,,,
65,M_K_DO,1,1.466666667,1.9,3.4,2.1,0,0,0,3.8,20,10.66666667,77,5.333333333,1.666666667,7,0.6,1.8,1.8,0.6,1.8,0.6,5.333333333,0.269100611,,,,,,,,,,,,,,,,,,,,,,
66,M_K_DO,1,1.466666667,0,2.266666667,0.7,0,0,0,0,13.33333333,0,0,8,5,4.666666667,1.2,1.8,0,0,1.2,1.2,2.666666667,0.25444185,,,,,,,,,,,,,,,,,,,,,,
